service_type,age,income,family_size,docs_missing,aadhaar_linked,bank_linked,name_mismatch,father_name_mismatch,prev_rejections,operator_exp_months,rejected
old_age_pension,40,193916,2,2,1,1,0,0,0,35,1
income_certificate,44,116109,1,2,1,1,0,0,2,23,1
widow_pension,82,53260,10,2,1,1,0,1,1,45,1
income_certificate,51,57579,4,0,1,1,0,0,2,11,0
income_certificate,67,142998,3,1,1,1,0,0,0,29,0
caste_certificate,20,207327,10,2,1,1,1,0,1,55,1
caste_certificate,78,258706,5,2,1,1,1,0,1,21,1
widow_pension,67,82516,5,1,1,1,0,0,0,13,1
old_age_pension,71,256476,7,3,1,1,0,0,3,54,1
income_certificate,23,122211,9,1,1,1,0,0,1,36,0
ayushman,62,109015,8,1,1,1,0,0,2,44,1
ayushman,80,115496,6,2,1,1,0,0,0,32,0
ration_card,23,227498,5,0,1,1,0,0,1,30,1
income_certificate,65,205148,9,0,1,0,0,0,0,38,0
income_certificate,75,207912,6,0,1,1,0,0,1,30,0
caste_certificate,23,262920,1,0,1,1,0,0,0,7,0
ration_card,74,106300,8,2,0,1,0,0,2,34,1
income_certificate,24,137955,3,2,1,1,0,0,1,51,1
old_age_pension,78,68121,2,2,0,1,0,0,2,37,1
old_age_pension,39,62715,10,1,1,1,0,1,0,17,1
ayushman,80,183958,5,0,1,1,0,0,0,48,1
old_age_pension,61,127008,5,0,0,1,0,0,0,37,1
caste_certificate,57,247779,6,1,1,1,0,1,2,22,1
old_age_pension,43,71642,10,0,0,0,0,1,1,14,1
old_age_pension,49,255667,8,0,1,1,0,1,0,52,1
old_age_pension,28,209106,5,0,1,1,0,0,1,42,1
caste_certificate,40,180157,3,0,1,1,0,0,2,30,0
ayushman,38,229730,6,1,1,1,0,0,2,23,1
income_certificate,84,143916,6,0,1,1,0,0,1,59,0
ration_card,64,66922,6,1,0,1,0,0,0,20,1
income_certificate,62,18716,1,0,0,1,0,0,1,22,0
caste_certificate,58,212232,1,3,1,1,0,0,1,50,0
widow_pension,64,93250,7,0,1,1,0,0,0,33,1
ayushman,19,96955,2,0,1,0,0,0,1,25,0
old_age_pension,53,107355,1,2,1,0,0,1,2,24,1
income_certificate,49,238966,4,3,1,1,0,0,2,19,1
old_age_pension,56,97916,3,0,1,1,0,0,1,3,1
widow_pension,44,129915,10,1,1,1,0,0,1,51,1
ayushman,31,184720,7,0,1,1,1,0,0,59,1
old_age_pension,21,20252,10,1,1,1,0,0,1,13,1
ayushman,36,279377,8,0,0,1,0,0,3,39,1
caste_certificate,40,97194,10,0,1,1,0,0,0,57,0
widow_pension,85,59452,1,2,1,1,0,0,1,22,1
income_certificate,21,154525,7,0,1,1,0,0,1,59,1
ayushman,39,128497,5,0,1,1,1,0,0,49,1
ayushman,25,63575,8,0,1,1,0,0,1,12,1
ayushman,66,95555,5,1,1,0,0,0,2,59,0
old_age_pension,58,154732,7,0,1,1,0,0,2,54,1
caste_certificate,34,236627,7,0,1,1,0,0,0,15,0
old_age_pension,70,249050,1,0,1,1,0,0,0,35,1
old_age_pension,42,166456,3,2,1,1,0,0,0,56,1
ayushman,38,176436,10,1,1,1,0,0,0,4,1
income_certificate,85,59513,10,1,0,0,0,0,2,18,0
caste_certificate,82,213150,8,2,1,1,0,0,1,49,1
widow_pension,54,48088,1,1,0,1,0,0,0,60,0
ration_card,46,53896,10,2,0,1,0,0,3,19,1
widow_pension,26,273880,4,0,1,0,0,0,0,34,1
ayushman,51,120529,9,1,1,1,0,0,0,53,0
caste_certificate,81,275466,3,1,1,1,0,0,0,2,1
old_age_pension,74,142439,1,0,1,1,0,0,0,3,0
caste_certificate,23,205312,2,0,1,1,0,0,3,2,0
ration_card,57,176685,4,0,1,1,0,0,0,55,0
income_certificate,53,177543,10,1,1,1,1,0,0,23,1
widow_pension,43,240106,6,0,1,1,1,0,2,35,1
income_certificate,19,278616,2,2,0,1,0,0,0,34,1
old_age_pension,57,298102,9,2,0,1,0,0,2,27,1
old_age_pension,19,183313,2,0,1,1,1,0,0,2,1
old_age_pension,80,150934,7,2,1,1,0,0,1,26,1
ayushman,36,207398,7,3,1,1,1,0,2,33,1
old_age_pension,37,149233,2,1,1,1,1,1,1,29,1
caste_certificate,31,81554,7,0,1,1,0,0,1,47,0
old_age_pension,80,70111,3,1,0,0,0,0,0,31,1
caste_certificate,79,178794,4,2,1,1,1,0,0,15,1
widow_pension,61,186740,4,1,0,0,0,0,0,60,1
caste_certificate,85,139396,3,2,1,1,0,0,0,17,1
widow_pension,26,119026,4,0,1,0,0,0,0,15,1
widow_pension,30,75022,4,1,1,0,0,0,3,4,0
ayushman,35,214827,2,1,1,1,0,0,0,8,1
old_age_pension,71,25603,6,0,1,1,0,0,1,12,0
caste_certificate,37,296306,9,0,1,1,0,0,0,32,0
income_certificate,85,172459,5,1,1,0,0,0,1,26,0
income_certificate,30,105289,7,1,1,1,0,0,3,22,0
ration_card,40,230196,4,2,1,0,0,0,0,44,1
ayushman,82,94515,5,3,1,1,1,0,2,56,0
old_age_pension,48,48459,8,0,1,1,0,0,1,20,1
ration_card,44,126387,4,0,1,1,0,0,2,13,0
caste_certificate,57,279345,7,1,1,1,1,0,1,14,1
widow_pension,30,227430,8,1,0,1,0,0,1,46,1
income_certificate,52,189478,2,0,1,1,0,0,1,25,0
old_age_pension,43,19539,4,1,1,1,0,0,1,54,0
income_certificate,34,183257,4,2,1,0,0,0,0,3,1
ration_card,56,69282,2,1,0,1,0,0,0,35,1
old_age_pension,30,192242,10,1,1,1,0,0,1,30,1
income_certificate,83,199383,7,0,0,1,0,0,0,28,0
ayushman,85,283930,10,1,1,1,1,0,1,25,1
income_certificate,41,171092,2,0,1,1,0,0,0,26,0
ayushman,37,177216,5,0,0,1,0,0,1,54,1
ration_card,84,134597,10,1,1,1,0,0,2,60,0
ayushman,44,55403,5,0,1,1,0,0,2,52,0
income_certificate,78,94994,2,0,0,1,1,0,0,27,1
caste_certificate,23,91775,9,1,1,0,0,0,0,34,1
ayushman,80,86196,8,2,1,1,0,0,0,33,0
income_certificate,58,214510,4,2,0,1,0,0,2,30,1
ration_card,68,43910,6,0,1,1,0,1,1,19,0
caste_certificate,40,56331,10,0,1,1,0,0,1,41,0
ayushman,38,176713,2,0,1,1,0,0,2,18,1
caste_certificate,76,72186,10,0,1,1,0,1,1,7,1
income_certificate,66,31975,7,0,1,1,0,0,0,19,0
income_certificate,39,79651,1,0,1,1,0,1,0,9,0
widow_pension,81,294701,5,1,0,1,0,0,1,1,1
ayushman,21,176257,1,1,0,1,0,0,0,23,1
caste_certificate,78,42368,4,1,1,1,1,0,0,33,1
widow_pension,48,168557,8,0,1,0,0,0,3,59,1
ayushman,54,181294,8,2,1,1,1,0,0,2,1
ration_card,38,155919,5,0,1,1,0,0,2,43,1
widow_pension,26,134157,5,1,1,1,0,0,0,35,1
ayushman,56,198914,8,1,1,1,0,0,1,48,1
ration_card,55,118713,5,0,1,1,0,0,1,2,0
widow_pension,41,128854,9,2,1,1,0,0,0,3,1
ration_card,57,121647,6,1,1,1,0,0,0,52,0
widow_pension,27,141051,8,0,1,1,0,0,1,20,1
widow_pension,62,16699,4,0,1,1,0,0,0,9,0
widow_pension,79,257352,3,3,0,1,0,0,0,56,1
old_age_pension,74,44091,2,0,1,0,0,0,2,3,0
caste_certificate,66,173080,1,2,0,1,1,0,2,10,1
ayushman,37,180258,4,1,1,1,0,0,0,54,1
ayushman,31,115536,2,1,1,1,0,0,2,7,1
income_certificate,61,234018,8,0,0,1,0,0,0,6,0
ayushman,64,53938,2,0,1,1,0,1,1,31,1
widow_pension,75,101593,7,0,1,1,0,0,1,59,1
ayushman,81,126332,5,2,1,1,0,0,1,34,1
caste_certificate,84,114178,1,0,1,0,0,0,2,30,0
caste_certificate,41,230183,4,0,1,1,1,0,1,30,1
widow_pension,54,185628,3,0,1,1,0,0,0,58,1
old_age_pension,43,166203,2,3,0,0,0,0,3,14,1
widow_pension,65,73557,6,0,1,1,0,0,1,14,0
old_age_pension,76,291256,9,0,0,1,0,0,2,25,1
ration_card,72,127826,8,1,1,1,1,0,1,18,0
old_age_pension,73,111928,8,0,1,1,0,0,0,27,0
ration_card,79,78119,10,1,1,1,0,0,0,36,0
old_age_pension,18,158564,5,1,1,1,0,0,1,48,1
income_certificate,56,230192,4,0,1,1,0,0,0,40,0
old_age_pension,52,244906,5,0,1,1,0,0,1,34,1
ration_card,52,81478,8,0,1,1,0,0,0,50,0
widow_pension,43,165185,5,3,0,1,0,0,1,48,1
old_age_pension,60,248781,2,1,1,1,0,0,1,36,0
widow_pension,31,115250,5,3,0,0,0,0,0,22,1
old_age_pension,53,147945,1,0,1,1,0,0,0,33,1
ration_card,85,187357,2,0,1,1,0,0,1,4,1
ayushman,80,171180,10,0,1,0,0,1,1,17,1
ayushman,44,194376,8,0,0,1,0,0,0,6,1
ayushman,20,276269,6,0,1,1,0,0,1,27,1
ration_card,82,176269,3,2,1,0,0,1,2,27,1
caste_certificate,60,240253,3,1,0,1,0,0,2,36,1
caste_certificate,57,132331,6,3,0,1,0,0,0,50,1
income_certificate,70,272198,6,1,1,0,0,1,1,56,0
caste_certificate,85,163558,7,1,1,1,0,0,2,52,1
old_age_pension,80,49983,2,1,0,1,0,0,1,50,1
ration_card,70,184886,2,0,1,1,0,0,2,57,1
old_age_pension,66,201946,3,2,1,1,1,0,1,8,1
widow_pension,54,141201,7,0,1,1,0,0,3,28,1
old_age_pension,37,57109,7,0,1,1,0,0,2,23,1
widow_pension,22,247930,5,2,1,1,0,0,0,46,1
ration_card,69,26591,6,0,1,1,0,0,1,11,0
caste_certificate,58,270294,10,2,1,1,0,0,3,12,1
caste_certificate,29,58702,6,0,1,1,0,0,1,5,0
widow_pension,82,17400,4,2,1,1,0,1,1,13,1
ration_card,75,32150,6,1,1,1,0,0,1,10,0
ayushman,65,265899,6,1,0,0,0,1,1,11,1
ration_card,66,92186,3,2,0,0,0,0,0,10,1
ayushman,61,191329,2,0,1,0,0,0,0,39,1
ration_card,62,262156,2,0,1,1,0,0,2,57,1
ration_card,46,219460,8,1,1,1,0,1,3,26,1
old_age_pension,49,164152,2,1,1,1,0,0,1,30,1
old_age_pension,67,288225,3,0,1,1,0,0,1,26,1
ayushman,54,78665,3,1,1,0,0,0,0,42,0
ayushman,73,34079,6,0,1,1,0,0,0,9,0
income_certificate,68,62727,9,0,1,1,0,1,0,44,0
income_certificate,85,103484,5,0,0,1,0,0,1,48,0
old_age_pension,77,200945,10,0,0,1,0,0,0,35,1
caste_certificate,78,57826,10,0,1,1,0,0,2,49,0
old_age_pension,54,158139,2,0,1,1,0,0,3,8,1
old_age_pension,80,165133,2,0,1,1,0,1,0,41,0
old_age_pension,29,35882,3,3,1,0,0,0,0,11,1
caste_certificate,22,183741,3,0,1,1,0,0,0,51,0
ayushman,30,149088,9,1,1,1,0,0,3,43,1
widow_pension,68,144415,9,0,0,1,0,0,1,18,1
old_age_pension,54,135085,5,2,1,1,0,0,2,1,1
old_age_pension,70,299844,7,2,1,1,0,1,0,44,1
ration_card,77,162060,9,1,1,1,0,0,3,59,1
income_certificate,33,98413,6,0,1,1,0,0,0,52,0
old_age_pension,21,163385,8,1,1,1,1,0,0,21,1
ayushman,46,148090,7,3,0,1,0,0,0,46,1
widow_pension,48,203383,2,0,1,1,0,0,1,27,1
caste_certificate,80,157432,7,0,1,1,0,0,1,59,0
widow_pension,51,133639,4,0,1,1,0,0,1,10,1
income_certificate,46,244118,5,0,1,1,0,0,0,17,0
ayushman,22,147849,9,3,0,1,0,0,0,59,1
old_age_pension,56,297969,8,1,1,1,1,0,1,9,1
caste_certificate,37,58359,2,0,1,0,0,0,2,30,0
ration_card,64,133327,8,1,1,1,1,0,3,14,0
old_age_pension,64,230044,3,1,1,1,0,0,0,9,0
old_age_pension,61,139702,1,0,1,1,0,0,3,8,0
ration_card,75,108533,7,2,1,1,0,0,1,36,1
ayushman,58,236989,2,0,1,1,1,0,1,9,1
caste_certificate,83,29667,8,1,0,1,0,0,1,43,1
ration_card,39,62351,7,0,1,1,0,0,3,15,0
caste_certificate,28,98759,9,0,1,1,1,0,1,48,1
ayushman,18,17209,10,2,1,1,0,0,1,42,0
income_certificate,51,198124,8,1,1,1,1,0,0,40,1
caste_certificate,38,168458,7,1,1,1,0,0,1,26,1
caste_certificate,37,174311,1,2,1,1,0,1,2,29,1
ration_card,38,283063,2,1,1,1,0,0,0,58,1
old_age_pension,34,275847,10,0,1,1,1,0,0,14,1
ayushman,57,65192,4,0,1,1,0,0,3,47,0
caste_certificate,53,76129,3,0,1,1,0,0,0,26,0
old_age_pension,69,137077,9,0,1,1,0,0,0,34,0
income_certificate,37,226652,3,0,1,1,0,0,0,53,0
ayushman,55,211653,10,1,1,1,0,0,2,20,1
old_age_pension,81,53265,4,2,1,1,0,0,0,29,1
widow_pension,80,209735,8,2,1,1,0,0,0,41,1
ayushman,80,241305,4,1,1,1,0,0,1,8,1
caste_certificate,39,286777,6,0,1,1,0,1,0,55,1
widow_pension,38,193491,2,2,1,1,0,0,1,41,1
ration_card,30,264842,3,1,1,1,0,0,0,32,1
income_certificate,64,293874,4,2,1,1,0,0,0,42,1
old_age_pension,54,56879,4,0,0,1,1,1,1,3,1
widow_pension,79,113237,1,1,1,1,0,0,0,14,1
ration_card,29,286827,5,0,0,1,0,1,1,5,1
income_certificate,61,142834,4,0,1,1,0,0,3,21,0
caste_certificate,70,126590,8,0,1,1,0,0,0,15,0
caste_certificate,29,43529,4,0,1,1,0,0,0,3,0
caste_certificate,77,98206,9,1,1,1,0,0,0,19,1
income_certificate,58,50384,9,0,1,0,0,0,2,9,0
ration_card,21,199930,6,3,1,1,0,0,1,58,1
old_age_pension,41,28838,3,1,1,1,1,0,0,20,1
old_age_pension,80,61750,2,1,0,0,0,0,2,27,1
income_certificate,18,186556,10,0,1,1,0,0,1,35,0
old_age_pension,56,60808,6,0,1,1,0,0,3,4,1
income_certificate,51,103324,6,0,1,0,0,0,0,43,0
old_age_pension,54,215792,4,1,1,0,0,0,1,51,1
income_certificate,51,260434,8,0,1,0,0,0,0,49,0
widow_pension,74,196568,4,2,1,1,0,0,0,37,1
income_certificate,33,118457,8,3,1,1,0,0,0,26,1
ration_card,27,228425,5,1,1,1,0,0,0,49,1
caste_certificate,25,274720,9,0,1,1,0,0,3,44,0
widow_pension,19,37859,2,0,1,1,0,0,2,27,0
ayushman,53,210598,8,0,1,1,0,0,0,26,1
caste_certificate,60,60711,10,2,1,1,0,0,1,57,1
ration_card,68,230948,2,0,1,1,1,0,1,18,1
caste_certificate,23,294845,6,0,1,0,1,1,0,35,1
caste_certificate,32,46296,10,0,1,1,0,0,1,26,0
widow_pension,63,79011,5,0,1,1,1,0,0,39,0
widow_pension,69,288160,9,1,1,0,0,0,0,39,1
ayushman,36,186459,4,0,1,0,0,0,2,16,1
widow_pension,32,78316,10,0,1,1,0,0,2,54,0
old_age_pension,52,151197,2,1,1,1,0,0,0,20,1
widow_pension,34,177622,3,0,0,1,0,0,1,10,1
income_certificate,40,64179,10,0,1,1,0,0,2,55,0
ration_card,72,31574,7,2,1,1,0,0,0,41,1
income_certificate,20,293497,5,0,0,1,0,0,0,55,0
ration_card,50,159824,10,0,1,1,0,0,1,56,1
ayushman,80,49473,3,0,1,1,0,0,1,43,0
ration_card,77,296036,7,1,0,1,0,0,0,25,1
ayushman,70,280702,4,1,0,1,0,0,0,23,1
caste_certificate,54,184982,3,1,1,1,0,0,3,26,1
caste_certificate,61,109545,1,0,1,1,0,1,0,45,1
ration_card,51,296721,6,0,1,1,0,0,1,9,0
old_age_pension,62,70354,3,0,0,1,1,0,2,44,1
ration_card,25,291846,2,0,1,1,1,0,2,28,1
ration_card,71,249950,7,1,1,1,0,0,2,14,1
ayushman,44,77343,5,1,1,1,0,0,0,33,0
widow_pension,67,73885,3,2,1,0,1,0,0,12,1
widow_pension,54,242051,10,0,0,0,0,0,1,36,1
income_certificate,79,134985,10,0,1,1,0,0,1,33,0
old_age_pension,45,138787,10,0,1,1,1,0,0,38,1
ayushman,21,78265,10,0,1,1,0,0,0,55,0
old_age_pension,51,263001,1,0,1,1,0,0,0,51,1
caste_certificate,70,81349,3,2,1,0,0,0,1,53,1
old_age_pension,19,193069,2,2,1,1,1,0,1,19,1
income_certificate,38,198937,7,0,1,1,0,0,2,4,0
caste_certificate,61,40014,8,1,1,1,0,0,1,40,1
old_age_pension,46,235404,10,0,1,1,0,0,0,31,1
ayushman,79,16726,4,0,1,0,0,0,0,39,0
old_age_pension,75,107652,10,0,1,1,0,0,1,20,0
old_age_pension,27,41176,7,0,1,1,0,0,1,35,1
ayushman,45,171021,5,1,1,1,1,0,2,32,1
caste_certificate,29,60826,4,0,1,1,1,0,3,8,1
old_age_pension,84,50937,9,0,1,1,0,0,3,38,0
widow_pension,81,255946,8,0,1,1,0,0,2,57,1
ayushman,40,24006,5,0,1,1,0,0,1,29,0
old_age_pension,30,30774,10,0,0,1,0,0,2,26,1
ration_card,65,174544,2,0,0,0,0,1,3,8,1
caste_certificate,71,214364,4,0,0,1,0,0,3,18,0
widow_pension,58,224202,7,1,1,1,0,1,2,51,1
caste_certificate,51,264726,1,1,1,1,0,0,1,55,1
caste_certificate,42,136459,2,1,0,1,0,0,1,32,1
caste_certificate,21,101737,2,1,1,1,1,0,2,42,1
old_age_pension,31,186764,5,1,1,1,0,0,0,17,0
income_certificate,25,36773,3,2,1,1,0,0,1,42,1
ayushman,66,15970,5,0,1,1,0,0,1,1,0
ration_card,61,170200,7,0,1,1,0,0,1,8,1
ration_card,43,219130,6,0,1,1,0,1,0,49,1
income_certificate,18,198988,7,0,1,1,0,0,3,11,0
caste_certificate,81,194457,8,0,0,0,0,0,1,19,0
ration_card,18,210537,6,1,1,0,1,0,2,6,1
old_age_pension,51,112895,10,1,1,1,0,0,2,14,1
widow_pension,38,22983,3,2,1,1,0,1,0,30,1
old_age_pension,67,259731,5,1,1,1,0,0,1,52,1
old_age_pension,21,120436,1,2,1,1,0,0,0,57,1
ration_card,36,267932,10,0,1,0,0,0,0,16,1
income_certificate,53,264706,3,0,1,0,0,0,2,9,0
ayushman,22,52077,3,0,1,0,0,0,0,22,0
income_certificate,62,222167,1,2,1,1,0,0,2,18,1
ration_card,37,281791,4,2,1,0,0,0,1,37,1
ayushman,64,30057,4,0,1,1,0,0,2,35,0
ration_card,27,142251,3,1,1,1,0,0,1,56,0
ration_card,41,251803,3,0,1,1,0,0,0,37,1
widow_pension,60,201791,3,1,0,1,0,0,0,46,1
ayushman,52,228596,10,0,1,1,1,0,0,41,1
income_certificate,54,167830,3,1,0,1,0,1,2,13,0
ayushman,84,94358,2,0,1,1,0,0,0,53,1
ayushman,68,172859,2,2,1,1,0,0,1,53,1
ration_card,22,172588,9,0,0,1,0,0,1,59,1
caste_certificate,25,273975,6,2,1,1,0,0,2,49,1
widow_pension,50,42192,1,0,0,1,0,1,0,28,0
income_certificate,69,80792,4,1,1,1,0,0,0,59,0
ration_card,47,190170,2,2,0,0,0,0,0,5,1
old_age_pension,19,283365,8,0,1,1,0,0,3,27,1
old_age_pension,63,205516,5,0,0,1,0,0,3,11,1
ration_card,53,28073,4,0,1,1,0,0,1,2,0
ayushman,43,143208,1,1,1,1,0,0,1,35,1
income_certificate,54,154233,5,0,1,1,0,0,3,12,0
caste_certificate,56,17477,2,0,1,1,0,0,0,43,0
ration_card,82,34790,5,0,1,1,0,0,1,22,0
income_certificate,80,165713,6,1,1,0,0,0,0,10,0
income_certificate,42,223400,9,0,1,1,0,0,0,4,0
ayushman,84,33935,5,3,0,1,1,0,0,38,1
caste_certificate,37,228168,6,0,1,1,0,0,2,38,0
old_age_pension,63,184869,8,2,1,0,0,0,0,2,1
ration_card,20,286485,1,1,0,0,1,0,3,14,1
ration_card,46,204207,8,0,1,1,0,0,0,50,1
caste_certificate,65,156879,7,0,1,1,0,1,0,3,1
widow_pension,23,243955,5,1,0,1,0,0,0,5,1
income_certificate,40,72989,4,2,1,1,0,0,2,35,1
old_age_pension,72,103657,8,0,1,1,0,0,1,45,0
income_certificate,27,85956,10,0,1,1,0,0,0,15,0
ration_card,60,272610,4,0,0,1,0,0,0,26,1
ration_card,47,223687,3,0,0,1,1,0,0,52,1
widow_pension,62,271102,2,0,1,1,0,0,1,47,1
widow_pension,56,34571,8,0,1,1,1,0,0,25,0
widow_pension,30,93174,5,0,1,1,0,0,0,55,1
old_age_pension,73,269662,2,2,1,1,0,0,0,28,1
income_certificate,49,137802,9,3,0,1,0,0,0,41,1
widow_pension,79,66727,2,1,1,1,1,0,3,35,0
caste_certificate,31,132353,7,0,1,1,0,0,1,4,0
ayushman,45,90576,3,0,1,1,0,0,0,37,0
caste_certificate,51,267276,9,3,1,0,0,0,2,32,1
caste_certificate,51,191815,9,0,1,1,0,0,1,26,0
income_certificate,80,249173,9,2,1,1,0,0,3,1,1
ration_card,38,114796,7,1,0,1,0,0,0,28,1
income_certificate,25,145513,7,0,1,1,0,0,1,7,0
old_age_pension,21,52862,3,2,1,1,0,0,2,59,1
ration_card,39,263257,2,1,1,1,0,0,2,12,1
ration_card,78,84091,5,2,1,0,0,0,3,19,1
old_age_pension,24,208597,8,0,1,0,0,0,0,31,1
widow_pension,50,270719,6,1,1,1,0,0,0,56,1
caste_certificate,53,214492,2,0,0,1,0,0,1,9,0
ayushman,19,147688,2,0,1,0,0,0,0,28,1
caste_certificate,31,245602,10,0,1,1,0,0,2,45,0
widow_pension,70,117670,1,0,0,1,0,0,2,2,1
ayushman,27,240583,6,2,0,1,0,0,0,7,1
ayushman,54,219909,1,1,1,0,0,0,0,3,1
ayushman,52,116732,9,0,0,1,0,0,0,52,1
income_certificate,71,165122,5,1,0,1,1,0,0,34,1
old_age_pension,20,275330,8,1,1,1,0,0,2,60,1
ayushman,31,253319,10,2,0,0,0,0,1,19,1
income_certificate,75,40350,10,2,0,1,0,1,1,51,1
ration_card,56,181956,5,0,1,0,0,1,3,39,1
widow_pension,49,200502,9,0,1,1,0,0,2,59,1
ration_card,57,226166,10,1,1,1,0,0,1,30,1
widow_pension,45,149707,10,0,0,1,0,0,0,29,1
caste_certificate,63,272533,4,0,0,1,0,1,0,19,1
caste_certificate,42,135020,9,1,1,1,0,0,0,57,1
widow_pension,33,78670,9,1,1,0,0,0,3,16,0
ayushman,32,93905,2,0,1,1,0,1,1,29,0
widow_pension,52,57968,1,2,1,1,0,0,0,11,1
ayushman,28,113045,1,1,1,1,0,1,2,4,1
income_certificate,26,153726,2,1,0,1,0,0,0,45,0
ration_card,58,115236,5,0,1,0,0,1,1,28,0
ration_card,59,237255,10,0,1,1,0,1,2,38,1
old_age_pension,40,208343,8,3,1,1,0,0,0,39,1
widow_pension,61,233235,4,2,1,1,0,0,0,7,1
widow_pension,65,211141,10,0,1,1,0,0,3,60,1
caste_certificate,26,231409,1,0,1,1,0,0,0,31,0
ayushman,40,210529,6,0,1,1,0,0,0,26,1
widow_pension,61,81291,8,0,1,1,0,0,1,49,1
income_certificate,75,189176,6,1,1,1,0,0,2,26,0
widow_pension,26,188449,2,1,1,1,0,0,1,26,1
ration_card,28,138182,6,1,1,1,0,0,0,58,0
ayushman,52,18540,8,3,1,0,0,0,0,6,0
caste_certificate,70,96179,3,0,1,0,0,0,1,7,0
income_certificate,66,189118,6,0,1,1,1,0,0,33,1
caste_certificate,53,290029,7,0,1,1,0,0,2,16,0
old_age_pension,57,67678,3,0,1,1,0,0,3,12,1
old_age_pension,30,72582,6,2,1,1,0,0,1,56,1
income_certificate,31,186168,9,2,1,1,0,0,2,52,1
caste_certificate,60,17905,2,0,1,0,0,0,0,57,0
ration_card,36,209776,5,2,1,1,0,0,1,5,1
old_age_pension,24,27252,8,2,1,1,0,0,0,26,1
income_certificate,44,124526,4,0,1,1,0,0,0,35,0
old_age_pension,46,59295,1,2,1,1,0,0,0,25,1
old_age_pension,71,87392,3,2,1,1,0,0,1,19,0
widow_pension,39,105214,1,1,1,1,1,0,1,7,1
ration_card,56,209207,1,0,1,1,0,0,1,10,1
caste_certificate,19,146735,6,0,0,0,1,0,1,21,1
old_age_pension,46,44138,2,0,0,1,0,0,1,56,1
widow_pension,47,57198,10,1,0,0,0,0,1,45,1
ration_card,24,226258,1,0,1,1,1,0,2,40,1
caste_certificate,83,98406,4,1,0,1,0,1,3,24,1
caste_certificate,80,265428,2,0,0,1,1,1,1,37,1
ayushman,62,128877,1,1,1,0,0,0,2,47,1
ration_card,82,93441,1,2,0,1,1,1,1,2,1
old_age_pension,51,235378,6,1,0,0,0,0,1,44,1
widow_pension,47,62491,9,2,0,1,0,1,2,19,1
caste_certificate,68,295928,1,0,1,1,0,0,0,6,0
old_age_pension,23,298751,7,0,0,1,0,1,0,36,1
ayushman,26,63881,7,0,1,1,0,0,1,22,0
ration_card,42,70686,7,3,1,0,0,0,0,22,1
ayushman,40,24817,1,1,1,1,0,0,0,32,1
caste_certificate,26,170866,9,1,1,1,0,0,2,49,1
income_certificate,41,157905,1,1,1,1,0,0,2,17,0
old_age_pension,36,270446,10,2,1,1,1,0,1,26,1
old_age_pension,30,288466,3,2,1,1,0,1,1,7,1
ration_card,73,124437,3,0,1,1,0,0,1,6,0
old_age_pension,83,105372,9,0,1,1,0,0,2,19,0
income_certificate,58,179181,8,0,1,0,0,0,3,40,0
caste_certificate,64,107061,3,2,1,1,0,0,1,22,1
caste_certificate,53,273801,10,2,0,1,1,0,0,40,1
widow_pension,23,89870,5,0,1,0,0,0,1,1,1
widow_pension,66,152169,6,1,1,1,1,0,0,18,1
ration_card,18,279367,5,0,0,1,0,0,1,35,0
widow_pension,54,69545,2,0,1,1,0,0,0,35,0
income_certificate,29,207207,9,1,1,1,0,0,1,59,0
old_age_pension,81,293813,2,1,1,1,1,0,0,20,1
widow_pension,51,241508,4,0,1,1,1,0,0,34,1
old_age_pension,26,219252,1,0,1,1,0,0,2,36,1
widow_pension,68,98353,3,1,0,1,0,0,0,55,1
ayushman,60,191606,5,0,1,1,0,0,2,33,1
ayushman,56,200523,6,0,1,1,1,0,3,20,1
old_age_pension,46,31772,8,0,1,1,1,0,0,54,1
widow_pension,58,31592,3,0,1,1,0,0,2,4,0
caste_certificate,26,259024,7,0,1,1,0,0,2,20,0
ration_card,64,170268,6,0,1,1,0,1,2,44,1
caste_certificate,44,152004,5,0,1,0,0,0,0,33,0
ration_card,84,295719,2,2,0,1,0,0,0,30,1
caste_certificate,39,277564,6,1,0,1,0,1,0,57,1
old_age_pension,76,234333,10,2,1,1,0,0,0,58,1
ayushman,58,279158,8,2,1,1,0,0,0,31,0
caste_certificate,54,154072,4,0,1,0,0,0,2,4,0
ayushman,81,144781,6,0,1,1,1,0,0,50,1
old_age_pension,33,253826,2,2,1,1,0,1,1,17,1
caste_certificate,32,202099,8,1,1,1,0,0,1,49,1
income_certificate,52,251367,8,0,1,1,0,0,2,4,0
widow_pension,41,44033,10,0,1,1,0,1,0,12,0
old_age_pension,35,119051,6,1,1,1,0,0,3,33,1
caste_certificate,84,290511,4,1,1,1,0,0,3,59,1
income_certificate,35,28755,3,0,0,1,0,1,0,14,0
caste_certificate,54,167868,9,1,1,1,1,0,1,34,1
caste_certificate,39,54728,8,0,0,1,0,0,0,17,1
ration_card,76,64938,8,0,1,0,0,0,1,10,0
widow_pension,29,116151,4,0,1,1,0,1,3,44,1
ayushman,84,221896,1,0,0,1,0,0,0,55,1
widow_pension,80,36895,6,2,1,1,0,0,0,20,1
widow_pension,63,32612,7,0,1,1,0,0,1,59,0
income_certificate,70,255796,4,0,1,1,0,0,0,35,0
widow_pension,68,261992,3,0,0,1,0,0,1,10,1
income_certificate,58,295080,8,1,0,1,0,0,1,29,0
ayushman,41,89452,1,1,1,1,0,0,0,37,0
